,Mus musculus,Rattus norvegicus,Panthera leo,Triturus cristatus,Ateles paniscus,Branta canadensis,Camelus dromedarius,Cebus albifrons,Crocodylus siamensis,Echinops telfairi,Erinaceus europaeus,Hippopotamus amphibius,Lagothrix lagotricha,Lutra lutra,Macaca mulatta,Mellivora capensis,Microtus xanthognathus,Nasua nasua,Tursiops truncatus,Anas platyrhynchos,Camelus bactrianus,Cavia porcellus,Crocuta crocuta,Elephas maximus,Lama guanicoe,Martes foina,Mustela putorius,Paguma larvata,Sminthopsis crassicaudata,Struthio camelus,Tragelaphus strepsiceros,Tapirus terrestris,Callimico goeldii,Colobus guereza,Lama glama,Macropus giganteus,Phalacrocorax carbo,Papio cynocephalus,Rhinolophus ferrumequinum,Squalus acanthias,Vultur gryphus,Panthera onca,Aquila chrysaetos,Ateles geoffroyi,Balaenoptera acutorostrata,Bos taurus,Ceratotherium simum,Crocodylus niloticus,Dasyurus viverrinus,Equus zebra,Homo sapiens,Papio anubis,Saimiri sciureus,Scalopus aquaticus,Ovis aries,Ursus thibetanus,Accipiter gentilis,Ailuropoda melanoleuca,Alligator mississippiensis,Antrozous pallidus,Canis latrans,Cebus capucinus,Chlorocebus aethiops,Chrysocyon brachyurus,Dasypus novemcinctus,Didelphis virginiana,Equus caballus,Lama vicugna,Physeter catodon,Procyon lotor,Oryctolagus cuniculus,Talpa europaea,Ursus maritimus,Aotus trivirgatus,Bradypus tridactylus,Bubalus bubalis,Caretta caretta,Gallus gallus,Columba livia,Helarctos malayanus,Lepus europaeus,Loxodonta africana,Macropus rufus,Meles meles,Myotis velifer,Ornithorhynchus anatinus,Potorous tridactylus,Tadarida brasiliensis,Thunnus thynnus,Vulpes vulpes,Sus scrofa,Rhea americana,Saguinus fuscicollis,Suncus murinus,Trichechus inunguis,Lemur catta,Lynx lynx,Macropus eugenii,Ondatra zibethicus,Phoca vitulina,Pongo pygmaeus,Pteronura brasiliensis,Rangifer tarandus,Rhinoceros unicornis,Aythya affinis,Aythya marila,Myodes glareolus,Peromyscus leucopus,Marmota flaviventris,Peromyscus maniculatus,Tamias minimus,Peromyscus polionotus,Peromyscus gossypinus,Peromyscus eremicus,Peromyscus boylii,Castor fiber,Marmota caligata,Peromyscus truei,Ammotragus lervia,Mammuthus primigenius,Mesoplodon densirostris,Orycteropus afer,Panthera pardus,Balaenoptera omurai,Panthera tigris,Lipotes vexillifer,Delphinapterus leucas,Sousa chinensis,Ochotona princeps,Branta bernicla,Aythya americana,Cygnus atratus,Melanitta nigra,Melanitta perspicillata,Bucephala albeola,Bos indicus,Neophocaena phocaenoides,Kogia sima,Bison bison,Somateria mollissima,Aythya valisineria,Mergus merganser,Bucephala clangula,Mareca americana,Anas carolinensis,Aythya collaris,Anser albifrons,Lophodytes cucullatus,Histrionicus histrionicus,Tadorna tadornoides,Cygnus columbianus,Cygnus buccinator,Mergus serrator,Spatula clypeata,Melanitta fusca,Anas acuta
Mus musculus,0
Cygnus atratus,316350000,316350000,316350000,338650000,316350000,13524500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,18934500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,15827000,15827000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,13524500,15827000,0
Melanitta nigra,316350000,316350000,316350000,338650000,316350000,17197500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,12720750,12720750,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,17197500,12720750,15827000,0
Melanitta perspicillata,316350000,316350000,316350000,338650000,316350000,17197500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,12720750,12720750,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,17197500,12720750,15827000,4466500,0
Bucephala albeola,316350000,316350000,316350000,338650000,316350000,17197500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,12720750,12720750,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,17197500,12720750,15827000,9625750,9625750,0
Bos indicus,87325000,87325000,87325000,338650000,87325000,316350000,48200000,87325000,316350000,87325000,88177000,49650000,87325000,87325000,87325000,87325000,87325000,87325000,109550000,316350000,48200000,87325000,87325000,87325000,48200000,87325000,87325000,87325000,144850000,316350000,15138000,87325000,87325000,87325000,48200000,144850000,316350000,87325000,87325000,475975000,316350000,87325000,316350000,87325000,109550000,652850,87325000,316350000,144850000,87325000,87325000,87325000,87325000,87325000,17325000,87325000,316350000,87325000,316350000,87325000,87325000,87325000,87325000,87325000,87325000,144850000,87325000,48200000,109550000,87325000,87325000,87325000,87325000,87325000,87325000,3527250,316350000,316350000,316350000,87325000,87325000,87325000,144850000,87325000,87325000,171350000,144850000,87325000,449275000,87325000,41875000,316350000,87325000,87325000,87325000,87325000,87325000,144850000,87325000,87325000,87325000,87325000,33350000,87325000,316350000,316350000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,294649925,87325000,109550000,87325000,87325000,109550000,87325000,109550000,109550000,109550000,87325000,316350000,316350000,316350000,316350000,316350000,316350000,0
Neophocaena phocaenoides,109550000,109550000,109550000,338650000,109550000,316350000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,17197500,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,475975000,316350000,109550000,316350000,109550000,35325000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,25640000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,113700000,109550000,109550000,449275000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,294649925,109550000,25640000,109550000,109550000,35325000,109550000,17574000,16550000,17197500,109550000,316350000,316350000,316350000,316350000,316350000,316350000,109550000,0
Kogia sima,109550000,109550000,109550000,338650000,109550000,316350000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,25640000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,109550000,475975000,316350000,109550000,316350000,109550000,35325000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,20937500,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,113700000,109550000,109550000,449275000,109550000,109550000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,316350000,316350000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,109550000,294649925,109550000,25640000,109550000,109550000,35325000,109550000,25640000,25640000,25640000,109550000,316350000,316350000,316350000,316350000,316350000,316350000,109550000,25640000,0
Bison bison,87325000,87325000,87325000,338650000,87325000,316350000,48200000,87325000,316350000,87325000,88177000,49650000,87325000,87325000,87325000,87325000,87325000,87325000,109550000,316350000,48200000,87325000,87325000,87325000,48200000,87325000,87325000,87325000,144850000,316350000,15138000,87325000,87325000,87325000,48200000,144850000,316350000,87325000,87325000,475975000,316350000,87325000,316350000,87325000,109550000,3527250,87325000,316350000,144850000,87325000,87325000,87325000,87325000,87325000,17325000,87325000,316350000,87325000,316350000,87325000,87325000,87325000,87325000,87325000,87325000,144850000,87325000,48200000,109550000,87325000,87325000,87325000,87325000,87325000,87325000,3960500,316350000,316350000,316350000,87325000,87325000,87325000,144850000,87325000,87325000,171350000,144850000,87325000,449275000,87325000,41875000,316350000,87325000,87325000,87325000,87325000,87325000,144850000,87325000,87325000,87325000,87325000,33350000,87325000,316350000,316350000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,87325000,294649925,87325000,109550000,87325000,87325000,109550000,87325000,109550000,109550000,109550000,87325000,316350000,316350000,316350000,316350000,316350000,316350000,3527250,109550000,109550000,0
Somateria mollissima,316350000,316350000,316350000,338650000,316350000,17197500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,12720750,12720750,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,17197500,12720750,15827000,4466500,4466500,9625750,316350000,316350000,316350000,316350000,0
Aythya valisineria,316350000,316350000,316350000,338650000,316350000,17197500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,3908250,2397000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,17197500,2397000,15827000,12720750,12720750,12720750,316350000,316350000,316350000,316350000,12720750,0
Mergus merganser,316350000,316350000,316350000,338650000,316350000,13635000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,19045000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,15937500,15937500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,13635000,15937500,12264500,15937500,15937500,15937500,316350000,316350000,316350000,316350000,15937500,15937500,0
Bucephala clangula,316350000,316350000,316350000,338650000,316350000,17197500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,12720750,12720750,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,17197500,12720750,15827000,9625750,9625750,4466500,316350000,316350000,316350000,316350000,9625750,12720750,15937500,0
Mareca americana,316350000,316350000,316350000,338650000,316350000,20305000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,4466500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,20305000,22607500,18934500,22607500,22607500,22607500,316350000,316350000,316350000,316350000,22607500,22607500,19045000,22607500,0
Anas carolinensis,316350000,316350000,316350000,338650000,316350000,20305000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,2883175,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,20305000,22607500,18934500,22607500,22607500,22607500,316350000,316350000,316350000,316350000,22607500,22607500,19045000,22607500,2883175,0
Aythya collaris,316350000,316350000,316350000,338650000,316350000,17197500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,22607500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,3908250,2397000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,17197500,2397000,15827000,12720750,12720750,12720750,316350000,316350000,316350000,316350000,12720750,3350000,15937500,12720750,22607500,22607500,0
Anser albifrons,316350000,316350000,316350000,338650000,316350000,18315000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,23725000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,20617500,20617500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,18315000,20617500,16944500,20617500,20617500,20617500,316350000,316350000,316350000,316350000,20617500,20617500,17055000,20617500,23725000,23725000,20617500,0
Lophodytes cucullatus,316350000,316350000,316350000,338650000,316350000,8097425,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,13507425,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,10399925,10399925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,8097425,10399925,6726925,10399925,10399925,10399925,316350000,316350000,316350000,316350000,10399925,10399925,6837425,10399925,13507425,13507425,10399925,11517425,0
Histrionicus histrionicus,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,2883175,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,296233250,0
Tadorna tadornoides,316350000,316350000,316350000,338650000,316350000,8169500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,13579500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,10472000,10472000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,8169500,10472000,6799000,10472000,10472000,10472000,316350000,316350000,316350000,316350000,10472000,10472000,6909500,10472000,13579500,13579500,10472000,11589500,1371925,296233250,0
Cygnus columbianus,316350000,316350000,316350000,338650000,316350000,13524500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,18934500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,15827000,15827000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,13524500,15827000,2267675,15827000,15827000,15827000,316350000,316350000,316350000,316350000,15827000,15827000,12264500,15827000,18934500,18934500,15827000,16944500,6726925,296233250,6799000,0
Cygnus buccinator,316350000,316350000,316350000,338650000,316350000,7972500,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,13382500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,316350000,475975000,95650000,316350000,105150000,316350000,316350000,316350000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,105150000,316350000,249467500,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,271550000,77560000,105150000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,449275000,316350000,316350000,100750000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,10275000,10275000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,294649925,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,316350000,7972500,10275000,6602000,10275000,10275000,10275000,316350000,316350000,316350000,316350000,10275000,10275000,6712500,10275000,13382500,13382500,10275000,11392500,1174925,296233250,1247000,6602000,0
